identifiant,type_de_logement,zonage_classification,facade_en_pieds,superficie_du_lot_pieds,type_de_route,acces_a_une_allee,forme_du_lot,topographie_du_terrain,services_publics_disponibles,configuration_du_lot,inclinaison_du_terrain,quartier,proximite_1ere_condition,proximite_2e_condition,type_de_batiment,style_de_maison,qualite_globale,etat_general,annee_de_construction,annee_de_renovation,style_de_toit,materiau_du_toit,revetement_exterieur_1,revetement_exterieur_2,type_de_parement_en_maconnerie,surface_de_parement_pieds,qualite_exterieure,etat_exterieur,type_de_fondation,qualite_du_sous_sol,etat_general_du_sous_sol,exposition_du_sous_sol,type_de_finition_sous_sol_1,surface_finie_sous_sol,type_de_finition_sous_sol_2,surface_finie_sous_sol_2,surface_non_finie_sous_sol,total_surface_sous_sol,type_de_chauffage,qualite_du_chauffage,climatisation_centrale,systeme_electrique,surface_du_premier_etage,surface_du_deuxieme_etage,surface_finie_basse_qualite_pieds,surface_habitable_totale,salles_de_bain_completes_sous_sol,demi_salles_de_bain_sous_sol,salles_de_bain_completes,demi_salles_de_bain,chambres_hors_sous_sol,cuisines_hors_sous_sol,qualite_de_la_cuisine,total_des_pieces_hors_sous_sol,fonctionnalite_globale,nombre_de_cheminees,qualite_de_la_cheminee,type_de_garage,annee_de_construction_du_garage,finition_interieure_du_garage,capacite_du_garage_voitures,surface_du_garage,qualite_du_garage,condition_du_garage,allee_pavee,surface_du_deck_en_bois,surface_du_porche_ouvert,porche_ferme,porche_trois_saisons,porche_screen,surface_de_la_piscine_pieds,qualite_de_la_piscine,cloture,caracteristiques_supplementaires,valeur_des_caracteristiques_supplementaires,mois_de_vente,annee_de_vente,type_de_vente,condition_de_la_vente,prix_de_vente,prix_de_vente_log,age_maison,age_renovation,age_garage,surface_totale,surface_totale_porches,total_salles_bain,presence_garage
26,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,110,14230,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,640,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1566,1566.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1600,0,0,1600,0,0,2,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2007.0,Partiellement aménagé,3,890,Moyen,Moyen,Pavé,0,56,0,0,0,0,NA,NA,NA,0,Juillet,2009,Acte de garantie - Conventionnel,Vente normale,256300,12.454107814022272,2,2,2.0,3166.0,56,2.0,1
27,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,60,7200,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1951,2000,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Partiellement fini,234,Fini - Salle de jeux,486,180,900.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,900,0,0,900,0,1,1,0,3,1,Bon,5,Typ,0,NA,Détaché de la maison,2005.0,Non aménagé,2,576,Moyen,Moyen,Pavé,222,32,0,0,0,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,134800,11.811554895830454,59,10,5.0,1800.0,32,1.5,1
28,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,98,11478,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007,2008,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,200,Bon,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,1218,Non fini,0,486,1704.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1704,0,0,1704,1,0,2,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2008.0,Partiellement aménagé,3,772,Moyen,Moyen,Pavé,0,50,0,0,0,0,NA,NA,NA,0,Mai,2010,Acte de garantie - Conventionnel,Vente normale,306000,12.631343648903034,3,2,2.0,3408.0,50,3.0,1
29,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,47,16321,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1957,1997,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Bonne exposition,Partiellement fini,1277,Non fini,0,207,1484.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1600,0,0,1600,1,0,1,0,2,1,Moyen,6,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1957.0,Partiellement aménagé,1,319,Moyen,Moyen,Pavé,288,258,0,0,0,0,NA,NA,NA,0,Décembre,2006,Acte de garantie - Conventionnel,Vente normale,207500,12.242891437918386,49,9,49.0,3084.0,258,2.0,1
30,1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60,6324,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Proche d'une route secondaire,À moins de 200 pieds d'une voie ferrée nord-sud,Maison individuelle,Un étage,En dessous de la moyenne,Au-dessus de la moyenne,1927,1950,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,520,520.0,Chauffage à gaz,Médiocre,Non,Disjoncteurs,520,0,0,520,0,0,1,0,1,1,Médiocre,4,Typ,0,NA,Détaché de la maison,1920.0,Non aménagé,1,240,Médiocre,Moyen,Pavé,49,0,87,0,0,0,NA,NA,NA,0,Mai,2008,Acte de garantie - Conventionnel,Vente normale,68500,11.134603622683905,81,58,88.0,1040.0,87,1.0,1
31,2 ÉTAGES 1945 ET PLUS ANCIEN,Commercial,50,8500,Pavé,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Proche d'une route secondaire,Normale,Maison individuelle,Deux étages,En dessous de la moyenne,En dessous de la moyenne,1920,1950,Gabriel (grange),Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0,Moyen,Médiocre,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,649,649.0,Chauffage à gaz,Moyen,Non,Disjoncteurs,649,668,0,1317,0,0,1,0,3,1,Moyen,6,Typ,0,NA,Détaché de la maison,1920.0,Non aménagé,1,250,Moyen,Médiocre,Gravier/Terre,0,54,172,0,0,0,NA,Intimité minimale,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,40000,10.59665973278358,88,58,88.0,1966.0,226,1.0,1
32,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,8544,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1966,2006,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,1228,1228.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1228,0,0,1228,0,0,1,1,3,1,Bon,6,Typ,0,NA,Attaché à la maison,1966.0,Non aménagé,1,271,Moyen,Moyen,Pavé,0,65,0,0,0,0,NA,Intimité minimale,NA,0,Juin,2008,Acte de garantie - Conventionnel,Vente normale,149350,11.914054519303123,42,2,42.0,2456.0,65,1.5,1
33,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,85,11049,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2007,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,0,Non fini,0,1234,1234.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1234,0,0,1234,0,0,2,0,3,1,Bon,7,Typ,0,NA,Attaché à la maison,2007.0,Partiellement aménagé,2,484,Moyen,Moyen,Pavé,0,30,0,0,0,0,NA,NA,NA,0,Janvier,2008,Acte de garantie - Conventionnel,Vente normale,179900,12.100161978566868,1,1,1.0,2468.0,30,2.0,1
34,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70,10552,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1959,1959,Pente,Bardeau composite standard,Brique apparente,Brique apparente,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,1018,Non fini,0,380,1398.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1700,0,0,1700,0,1,1,1,4,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1959.0,Partiellement aménagé,2,447,Moyen,Moyen,Pavé,0,38,0,0,0,0,NA,NA,NA,0,Avril,2010,Acte de garantie - Conventionnel,Vente normale,165500,12.016732516077072,51,51,51.0,3098.0,38,2.0,1
35,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,60,7313,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Excellent,Moyenne,2005,2005,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,246,Excellent,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,1153,Non fini,0,408,1561.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005.0,Aménagé,2,556,Moyen,Moyen,Pavé,203,47,0,0,0,0,NA,NA,NA,0,Août,2007,Acte de garantie - Conventionnel,Vente normale,277500,12.533579815765735,2,2,2.0,3122.0,47,3.0,1
36,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,108,13418,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,2004,2005,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,132,Bon,Moyen,PConc,Excellent,Moyen,Exposition au niveau moyen,Non fini,0,Non fini,0,1117,1117.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1132,1320,0,2452,0,0,3,1,4,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",2004.0,Aménagé,3,691,Moyen,Moyen,Pavé,113,32,0,0,0,0,NA,NA,NA,0,Septembre,2006,Acte de garantie - Conventionnel,Vente normale,309000,12.6410997921206,2,1,2.0,3569.0,32,3.5,1
37,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,112,10859,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,1994,1995,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,0,Non fini,0,1097,1097.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1097,0,0,1097,0,0,1,1,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1995.0,Non aménagé,2,672,Moyen,Moyen,Pavé,392,64,0,0,0,0,NA,NA,NA,0,Juin,2009,Acte de garantie - Conventionnel,Vente normale,145000,11.884495917930655,15,14,14.0,2194.0,64,1.5,1
38,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,74,8532,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1954,1990,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,650,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,1213,Non fini,0,84,1297.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1297,0,0,1297,0,1,1,0,3,1,Moyen,5,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1954.0,Aménagé,2,498,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Octobre,2009,Acte de garantie - Conventionnel,Vente normale,153000,11.938199736300923,55,19,55.0,2594.0,0,1.5,1
39,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,68,7922,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1953,2007,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Aucune exposition,Fini - Excellent,731,Non fini,0,326,1057.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,1057,0,0,1057,1,0,1,0,3,1,Bon,5,Typ,0,NA,Détaché de la maison,1953.0,Non aménagé,1,246,Moyen,Moyen,Pavé,0,52,0,0,0,0,NA,NA,NA,0,Janvier,2010,Acte de garantie - Conventionnel,Vente anormale,109000,11.599112335481124,57,3,57.0,2114.0,52,2.0,1
40,DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,65,6040,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Duplex,Un étage,En dessous de la moyenne,Moyenne,1955,1955,Pignon,Bardeau composite standard,Bardeaux en amiante,Contreplaqué,Aucune,0,Moyen,Moyen,PConc,NA,NA,NA,NA,0,NA,0,0,0.0,Chauffage à gaz,Moyen,Non,Fusibles et câblage de mauvaise qualité,1152,0,0,1152,0,0,2,0,2,2,Médiocre,6,Typ,0,NA,NA,,NA,0,0,NA,NA,Gravier/Terre,0,0,0,0,0,0,NA,NA,NA,0,Juin,2008,Acte de garantie - Conventionnel,Achat terrain adjoint,82000,11.31448672129398,53,53,0.0,1152.0,0,2.0,0
41,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,84,8658,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,1965,1965,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,101,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,643,Non fini,0,445,1088.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1324,0,0,1324,0,0,2,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,1965.0,Partiellement aménagé,2,440,Moyen,Moyen,Pavé,0,138,0,0,0,0,NA,Bonne qualité en bois,NA,0,Décembre,2006,Acte de garantie - Conventionnel,Vente anormale,160000,11.982935344196433,41,41,41.0,2412.0,138,2.0,1
42,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,115,16905,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1959,1959,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Bon,CBlock,Moyen,Moyen,Bonne exposition,Partiellement fini,967,Non fini,0,383,1350.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,1328,0,0,1328,0,1,1,1,2,1,Moyen,5,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,1959.0,Partiellement aménagé,1,308,Moyen,Moyen,Pavement partiel,0,104,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,170000,12.04355959836804,48,48,48.0,2678.0,104,2.0,1
43,FOYER DIVISÉ,Résidentiel basse densité,NA,9180,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Foyer divisé,Moyenne,Bon,1983,1983,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,747,Fini - Qualité inférieure,93,0,840.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,884,0,0,884,1,0,1,0,2,1,Bon,5,Typ,0,NA,Attaché à la maison,1983.0,Partiellement aménagé,2,504,Moyen,Bon,Pavé,240,0,0,0,0,0,NA,Intimité minimale,NA,0,Décembre,2007,Acte de garantie - Conventionnel,Vente normale,144000,11.87757552297847,24,24,24.0,1724.0,0,2.0,1
44,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,NA,9200,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1975,1980,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Qualité inférieure,280,Partiellement fini,491,167,938.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,938,0,0,938,1,0,1,0,3,1,Moyen,5,Typ,0,NA,Détaché de la maison,1977.0,Non aménagé,1,308,Moyen,Moyen,Pavé,145,0,0,0,0,0,NA,Intimité minimale,NA,0,Juillet,2008,Acte de garantie - Conventionnel,Vente normale,130250,11.777218637129328,33,28,31.0,1876.0,0,2.0,1
45,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70,7945,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Au-dessus de la moyenne,1959,1959,Pignon,Bardeau composite standard,Brique apparente,Revêtement en bois,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,179,Partiellement fini,506,465,1150.0,Chauffage à gaz,Excellent,Oui,Fusibles anciens,1150,0,0,1150,1,0,1,0,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1959.0,Partiellement aménagé,1,300,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,NA,NA,0,Mai,2006,Acte de garantie - Conventionnel,Vente normale,141000,11.856522261533735,47,47,47.0,2300.0,0,2.0,1
46,1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,61,7658,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison de ville (bout),Un étage,Excellent,Moyenne,2005,2005,Pente,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Briques en façade,412,Excellent,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,456,Non fini,0,1296,1752.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,2005.0,Partiellement aménagé,2,576,Moyen,Moyen,Pavé,196,82,0,0,0,0,NA,NA,NA,0,Février,2010,Acte de garantie - Conventionnel,Vente normale,319900,12.675766851909591,5,5,5.0,3504.0,82,3.0,1
47,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,48,12822,Pavé,NA,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Mitchell,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Bon,Moyenne,2003,2003,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,1351,Non fini,0,83,1434.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1518,631,0,2149,1,0,1,1,1,1,Bon,6,Typ,1,Excellent - Cheminée en maçonnerie exceptionnelle,Attaché à la maison,2003.0,Partiellement aménagé,2,670,Moyen,Moyen,Pavé,168,43,0,0,198,0,NA,NA,NA,0,Août,2009,Acte de garantie - Conventionnel,Vente anormale,239686,12.387089184491993,6,6,6.0,3583.0,241,2.5,1
48,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel flottant,84,11096,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,2006,2006,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,24,Non fini,0,1632,1656.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,1656,0,0,1656,0,0,2,0,3,1,Bon,7,Typ,0,NA,Attaché à la maison,2006.0,Partiellement aménagé,3,826,Moyen,Moyen,Pavé,0,146,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,249700,12.428019481065611,1,1,1.0,3312.0,146,2.0,1
49,CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,33,4456,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Conversion deux familles,Deux étages,En dessous de la moyenne,Moyenne,1920,2008,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,736,736.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,736,716,0,1452,0,0,2,0,2,3,Moyen,8,Typ,0,NA,NA,,NA,0,0,NA,NA,Gravier/Terre,0,0,102,0,0,0,NA,NA,NA,0,Juin,2009,Maison neuve construite et vendue,Maison incomplète,113000,11.635151947212842,89,1,0.0,2188.0,102,2.0,0
50,1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,66,7742,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,1966,1966,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,763,Non fini,0,192,955.0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,955,0,0,955,1,0,1,0,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1966.0,Non aménagé,1,386,Moyen,Moyen,Pavé,0,0,0,0,0,0,NA,Intimité minimale,NA,0,Janvier,2007,Acte de garantie - Conventionnel,Vente normale,127000,11.751950239425476,41,41,41.0,1910.0,0,2.0,1
51,2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,NA,13869,Pavé,NA,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,1997,1997,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0,Moyen,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,182,Non fini,0,612,794.0,Chauffage à gaz,Bon,Oui,Disjoncteurs,794,676,0,1470,0,1,2,0,3,1,Moyen,6,Typ,0,NA,Attaché à la maison,1997.0,Aménagé,2,388,Moyen,Moyen,Pavé,0,75,0,0,0,0,NA,NA,NA,0,Juillet,2007,Acte de garantie - Conventionnel,Vente normale,177000,12.08391066125752,10,10,10.0,2264.0,75,2.5,1
52,1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,52,6240,Pavé,NA,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,1934,1950,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Non fini,0,Non fini,0,816,816.0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,816,0,360,1176,0,0,1,0,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,1985.0,Non aménagé,2,528,Moyen,Moyen,Pavé,112,0,0,0,0,0,NA,Intimité minimale,Abri,400,Septembre,2006,Acte de garantie - Conventionnel,Vente normale,114500,11.648338835562749,72,56,21.0,1632.0,0,1.0,1
